ID	PartType	PartName	PrimaryAttribute	Number	AdditionAttr	SuitAttr	SuitId
1130114	3	30级紫色战士衣服	{1,1920,3840},{2,448,896}	3,9900,4,100	{1000,1,320,1600},{300,1,320,1600},{100,1,320,1600},{1000,2,112,560},{300,2,112,560},{100,2,112,560},{1000,3,64,320},{300,3,64,320},{100,3,64,320},{1000,4,64,320},{300,4,64,320},{100,4,64,320},{1000,5,80,400},{300,5,80,400},{100,5,80,400},{1000,6,80,400},{300,6,80,400},{100,6,80,400},{1000,7,24,120},{300,7,24,120},{100,7,24,120},{1000,8,24,120},{300,8,24,120},{100,8,24,120},{1000,9,24,120},{300,9,24,120},{100,9,24,120},{1000,10,24,120},{300,10,24,120},{100,10,24,120},{1000,11,24,120},{300,11,24,120},{100,11,24,120},{1000,13,40,200},{300,13,40,200},{100,13,40,200},{1000,14,40,200},{300,14,40,200},{100,14,40,200},{1000,15,20,100},{300,15,20,100},{100,15,20,100},{1000,16,40,200},{300,16,40,200},{100,16,40,200},{1000,19,24,120},{300,19,24,120},{100,19,24,120}	0	-1
1140114	4	30级紫色战士项链	{3,128,256},{6,240,480}	3,9900,4,100	{1000,1,320,1600},{300,1,320,1600},{100,1,320,1600},{1000,2,112,560},{300,2,112,560},{100,2,112,560},{1000,3,64,320},{300,3,64,320},{100,3,64,320},{1000,4,64,320},{300,4,64,320},{100,4,64,320},{1000,5,80,400},{300,5,80,400},{100,5,80,400},{1000,6,80,400},{300,6,80,400},{100,6,80,400},{1000,7,24,120},{300,7,24,120},{100,7,24,120},{1000,8,24,120},{300,8,24,120},{100,8,24,120},{1000,9,24,120},{300,9,24,120},{100,9,24,120},{1000,10,24,120},{300,10,24,120},{100,10,24,120},{1000,11,24,120},{300,11,24,120},{100,11,24,120},{1000,13,40,200},{300,13,40,200},{100,13,40,200},{1000,14,40,200},{300,14,40,200},{100,14,40,200},{1000,15,20,100},{300,15,20,100},{100,15,20,100},{1000,16,40,200},{300,16,40,200},{100,16,40,200},{1000,19,24,120},{300,19,24,120},{100,19,24,120}	0	-1
1150114	5	30级紫色战士腰带	{1,640,1280},{5,240,480}	3,9900,4,100	{1000,1,320,1600},{300,1,320,1600},{100,1,320,1600},{1000,2,112,560},{300,2,112,560},{100,2,112,560},{1000,3,64,320},{300,3,64,320},{100,3,64,320},{1000,4,64,320},{300,4,64,320},{100,4,64,320},{1000,5,80,400},{300,5,80,400},{100,5,80,400},{1000,6,80,400},{300,6,80,400},{100,6,80,400},{1000,7,24,120},{300,7,24,120},{100,7,24,120},{1000,8,24,120},{300,8,24,120},{100,8,24,120},{1000,9,24,120},{300,9,24,120},{100,9,24,120},{1000,10,24,120},{300,10,24,120},{100,10,24,120},{1000,11,24,120},{300,11,24,120},{100,11,24,120},{1000,13,40,200},{300,13,40,200},{100,13,40,200},{1000,14,40,200},{300,14,40,200},{100,14,40,200},{1000,15,20,100},{300,15,20,100},{100,15,20,100},{1000,16,40,200},{300,16,40,200},{100,16,40,200},{1000,19,24,120},{300,19,24,120},{100,19,24,120}	0	-1
1160114	6	30级紫色战士手镯	{3,128,256},{5,240,480}	3,9900,4,100	{1000,1,320,1600},{300,1,320,1600},{100,1,320,1600},{1000,2,112,560},{300,2,112,560},{100,2,112,560},{1000,3,64,320},{300,3,64,320},{100,3,64,320},{1000,4,64,320},{300,4,64,320},{100,4,64,320},{1000,5,80,400},{300,5,80,400},{100,5,80,400},{1000,6,80,400},{300,6,80,400},{100,6,80,400},{1000,7,24,120},{300,7,24,120},{100,7,24,120},{1000,8,24,120},{300,8,24,120},{100,8,24,120},{1000,9,24,120},{300,9,24,120},{100,9,24,120},{1000,10,24,120},{300,10,24,120},{100,10,24,120},{1000,11,24,120},{300,11,24,120},{100,11,24,120},{1000,13,40,200},{300,13,40,200},{100,13,40,200},{1000,14,40,200},{300,14,40,200},{100,14,40,200},{1000,15,20,100},{300,15,20,100},{100,15,20,100},{1000,16,40,200},{300,16,40,200},{100,16,40,200},{1000,19,24,120},{300,19,24,120},{100,19,24,120}	0	-1
1170114	7	30级紫色战士鞋子	{1,640,1280},{6,240,480}	3,9900,4,100	{1000,1,320,1600},{300,1,320,1600},{100,1,320,1600},{1000,2,112,560},{300,2,112,560},{100,2,112,560},{1000,3,64,320},{300,3,64,320},{100,3,64,320},{1000,4,64,320},{300,4,64,320},{100,4,64,320},{1000,5,80,400},{300,5,80,400},{100,5,80,400},{1000,6,80,400},{300,6,80,400},{100,6,80,400},{1000,7,24,120},{300,7,24,120},{100,7,24,120},{1000,8,24,120},{300,8,24,120},{100,8,24,120},{1000,9,24,120},{300,9,24,120},{100,9,24,120},{1000,10,24,120},{300,10,24,120},{100,10,24,120},{1000,11,24,120},{300,11,24,120},{100,11,24,120},{1000,13,40,200},{300,13,40,200},{100,13,40,200},{1000,14,40,200},{300,14,40,200},{100,14,40,200},{1000,15,20,100},{300,15,20,100},{100,15,20,100},{1000,16,40,200},{300,16,40,200},{100,16,40,200},{1000,19,24,120},{300,19,24,120},{100,19,24,120}	0	-1
1180114	8	30级紫色战士戒指	{2,672,1344},{7,96,192}	3,9900,4,100	{1000,1,320,1600},{300,1,320,1600},{100,1,320,1600},{1000,2,112,560},{300,2,112,560},{100,2,112,560},{1000,3,64,320},{300,3,64,320},{100,3,64,320},{1000,4,64,320},{300,4,64,320},{100,4,64,320},{1000,5,80,400},{300,5,80,400},{100,5,80,400},{1000,6,80,400},{300,6,80,400},{100,6,80,400},{1000,7,24,120},{300,7,24,120},{100,7,24,120},{1000,8,24,120},{300,8,24,120},{100,8,24,120},{1000,9,24,120},{300,9,24,120},{100,9,24,120},{1000,10,24,120},{300,10,24,120},{100,10,24,120},{1000,11,24,120},{300,11,24,120},{100,11,24,120},{1000,13,40,200},{300,13,40,200},{100,13,40,200},{1000,14,40,200},{300,14,40,200},{100,14,40,200},{1000,15,20,100},{300,15,20,100},{100,15,20,100},{1000,16,40,200},{300,16,40,200},{100,16,40,200},{1000,19,24,120},{300,19,24,120},{100,19,24,120}	0	-1
1110115	1	30级橙色战士头盔	{5,400,800},{6,400,800}	4,9900,5,100	{1000,1,400,2000},{300,1,400,2000},{100,1,400,2000},{1000,2,140,700},{300,2,140,700},{100,2,140,700},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,100,500},{300,5,100,500},{100,5,100,500},{1000,6,100,500},{300,6,100,500},{100,6,100,500},{1000,7,30,150},{300,7,30,150},{100,7,30,150},{1000,8,30,150},{300,8,30,150},{100,8,30,150},{1000,9,30,150},{300,9,30,150},{100,9,30,150},{1000,10,30,150},{300,10,30,150},{100,10,30,150},{1000,11,30,150},{300,11,30,150},{100,11,30,150},{1000,13,50,250},{300,13,50,250},{100,13,50,250},{1000,14,50,250},{300,14,50,250},{100,14,50,250},{1000,15,25,125},{300,15,25,125},{100,15,25,125},{1000,16,50,250},{300,16,50,250},{100,16,50,250},{1000,19,30,150},{300,19,30,150},{100,19,30,150}	0	-1
1120115	2	30级橙色战士武器	{3,480,960},{7,180,360}	4,9900,5,100	{1000,1,400,2000},{300,1,400,2000},{100,1,400,2000},{1000,2,140,700},{300,2,140,700},{100,2,140,700},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,100,500},{300,5,100,500},{100,5,100,500},{1000,6,100,500},{300,6,100,500},{100,6,100,500},{1000,7,30,150},{300,7,30,150},{100,7,30,150},{1000,8,30,150},{300,8,30,150},{100,8,30,150},{1000,9,30,150},{300,9,30,150},{100,9,30,150},{1000,10,30,150},{300,10,30,150},{100,10,30,150},{1000,11,30,150},{300,11,30,150},{100,11,30,150},{1000,13,50,250},{300,13,50,250},{100,13,50,250},{1000,14,50,250},{300,14,50,250},{100,14,50,250},{1000,15,25,125},{300,15,25,125},{100,15,25,125},{1000,16,50,250},{300,16,50,250},{100,16,50,250},{1000,19,30,150},{300,19,30,150},{100,19,30,150}	0	-1
1130115	3	30级橙色战士衣服	{1,2400,4800},{2,560,1120}	4,9900,5,100	{1000,1,400,2000},{300,1,400,2000},{100,1,400,2000},{1000,2,140,700},{300,2,140,700},{100,2,140,700},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,100,500},{300,5,100,500},{100,5,100,500},{1000,6,100,500},{300,6,100,500},{100,6,100,500},{1000,7,30,150},{300,7,30,150},{100,7,30,150},{1000,8,30,150},{300,8,30,150},{100,8,30,150},{1000,9,30,150},{300,9,30,150},{100,9,30,150},{1000,10,30,150},{300,10,30,150},{100,10,30,150},{1000,11,30,150},{300,11,30,150},{100,11,30,150},{1000,13,50,250},{300,13,50,250},{100,13,50,250},{1000,14,50,250},{300,14,50,250},{100,14,50,250},{1000,15,25,125},{300,15,25,125},{100,15,25,125},{1000,16,50,250},{300,16,50,250},{100,16,50,250},{1000,19,30,150},{300,19,30,150},{100,19,30,150}	0	-1
1140115	4	30级橙色战士项链	{3,160,320},{6,300,600}	4,9900,5,100	{1000,1,400,2000},{300,1,400,2000},{100,1,400,2000},{1000,2,140,700},{300,2,140,700},{100,2,140,700},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,100,500},{300,5,100,500},{100,5,100,500},{1000,6,100,500},{300,6,100,500},{100,6,100,500},{1000,7,30,150},{300,7,30,150},{100,7,30,150},{1000,8,30,150},{300,8,30,150},{100,8,30,150},{1000,9,30,150},{300,9,30,150},{100,9,30,150},{1000,10,30,150},{300,10,30,150},{100,10,30,150},{1000,11,30,150},{300,11,30,150},{100,11,30,150},{1000,13,50,250},{300,13,50,250},{100,13,50,250},{1000,14,50,250},{300,14,50,250},{100,14,50,250},{1000,15,25,125},{300,15,25,125},{100,15,25,125},{1000,16,50,250},{300,16,50,250},{100,16,50,250},{1000,19,30,150},{300,19,30,150},{100,19,30,150}	0	-1
1150115	5	30级橙色战士腰带	{1,800,1600},{5,300,600}	4,9900,5,100	{1000,1,400,2000},{300,1,400,2000},{100,1,400,2000},{1000,2,140,700},{300,2,140,700},{100,2,140,700},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,100,500},{300,5,100,500},{100,5,100,500},{1000,6,100,500},{300,6,100,500},{100,6,100,500},{1000,7,30,150},{300,7,30,150},{100,7,30,150},{1000,8,30,150},{300,8,30,150},{100,8,30,150},{1000,9,30,150},{300,9,30,150},{100,9,30,150},{1000,10,30,150},{300,10,30,150},{100,10,30,150},{1000,11,30,150},{300,11,30,150},{100,11,30,150},{1000,13,50,250},{300,13,50,250},{100,13,50,250},{1000,14,50,250},{300,14,50,250},{100,14,50,250},{1000,15,25,125},{300,15,25,125},{100,15,25,125},{1000,16,50,250},{300,16,50,250},{100,16,50,250},{1000,19,30,150},{300,19,30,150},{100,19,30,150}	0	-1
1160115	6	30级橙色战士手镯	{3,160,320},{5,300,600}	4,9900,5,100	{1000,1,400,2000},{300,1,400,2000},{100,1,400,2000},{1000,2,140,700},{300,2,140,700},{100,2,140,700},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,100,500},{300,5,100,500},{100,5,100,500},{1000,6,100,500},{300,6,100,500},{100,6,100,500},{1000,7,30,150},{300,7,30,150},{100,7,30,150},{1000,8,30,150},{300,8,30,150},{100,8,30,150},{1000,9,30,150},{300,9,30,150},{100,9,30,150},{1000,10,30,150},{300,10,30,150},{100,10,30,150},{1000,11,30,150},{300,11,30,150},{100,11,30,150},{1000,13,50,250},{300,13,50,250},{100,13,50,250},{1000,14,50,250},{300,14,50,250},{100,14,50,250},{1000,15,25,125},{300,15,25,125},{100,15,25,125},{1000,16,50,250},{300,16,50,250},{100,16,50,250},{1000,19,30,150},{300,19,30,150},{100,19,30,150}	0	-1
1170115	7	30级橙色战士鞋子	{1,800,1600},{6,300,600}	4,9900,5,100	{1000,1,400,2000},{300,1,400,2000},{100,1,400,2000},{1000,2,140,700},{300,2,140,700},{100,2,140,700},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,100,500},{300,5,100,500},{100,5,100,500},{1000,6,100,500},{300,6,100,500},{100,6,100,500},{1000,7,30,150},{300,7,30,150},{100,7,30,150},{1000,8,30,150},{300,8,30,150},{100,8,30,150},{1000,9,30,150},{300,9,30,150},{100,9,30,150},{1000,10,30,150},{300,10,30,150},{100,10,30,150},{1000,11,30,150},{300,11,30,150},{100,11,30,150},{1000,13,50,250},{300,13,50,250},{100,13,50,250},{1000,14,50,250},{300,14,50,250},{100,14,50,250},{1000,15,25,125},{300,15,25,125},{100,15,25,125},{1000,16,50,250},{300,16,50,250},{100,16,50,250},{1000,19,30,150},{300,19,30,150},{100,19,30,150}	0	-1
1180115	8	30级橙色战士戒指	{2,840,1680},{7,120,240}	4,9900,5,100	{1000,1,400,2000},{300,1,400,2000},{100,1,400,2000},{1000,2,140,700},{300,2,140,700},{100,2,140,700},{1000,3,80,400},{300,3,80,400},{100,3,80,400},{1000,4,80,400},{300,4,80,400},{100,4,80,400},{1000,5,100,500},{300,5,100,500},{100,5,100,500},{1000,6,100,500},{300,6,100,500},{100,6,100,500},{1000,7,30,150},{300,7,30,150},{100,7,30,150},{1000,8,30,150},{300,8,30,150},{100,8,30,150},{1000,9,30,150},{300,9,30,150},{100,9,30,150},{1000,10,30,150},{300,10,30,150},{100,10,30,150},{1000,11,30,150},{300,11,30,150},{100,11,30,150},{1000,13,50,250},{300,13,50,250},{100,13,50,250},{1000,14,50,250},{300,14,50,250},{100,14,50,250},{1000,15,25,125},{300,15,25,125},{100,15,25,125},{1000,16,50,250},{300,16,50,250},{100,16,50,250},{1000,19,30,150},{300,19,30,150},{100,19,30,150}	0	-1
1110124	1	40级紫色战士头盔	{5,496,992},{6,496,992}	3,9900,4,100	{1000,1,496,2480},{300,1,496,2480},{100,1,496,2480},{1000,2,174,868},{300,2,174,868},{100,2,174,868},{1000,3,100,496},{300,3,100,496},{100,3,100,496},{1000,4,100,496},{300,4,100,496},{100,4,100,496},{1000,5,124,620},{300,5,124,620},{100,5,124,620},{1000,6,124,620},{300,6,124,620},{100,6,124,620},{1000,7,38,186},{300,7,38,186},{100,7,38,186},{1000,8,38,186},{300,8,38,186},{100,8,38,186},{1000,9,38,186},{300,9,38,186},{100,9,38,186},{1000,10,38,186},{300,10,38,186},{100,10,38,186},{1000,11,38,186},{300,11,38,186},{100,11,38,186},{1000,13,62,310},{300,13,62,310},{100,13,62,310},{1000,14,62,310},{300,14,62,310},{100,14,62,310},{1000,15,31,155},{300,15,31,155},{100,15,31,155},{1000,16,62,310},{300,16,62,310},{100,16,62,310},{1000,19,38,186},{300,19,38,186},{100,19,38,186}	0	-1
1120124	2	40级紫色战士武器	{3,595,1190},{7,223,446}	3,9900,4,100	{1000,1,496,2480},{300,1,496,2480},{100,1,496,2480},{1000,2,174,868},{300,2,174,868},{100,2,174,868},{1000,3,100,496},{300,3,100,496},{100,3,100,496},{1000,4,100,496},{300,4,100,496},{100,4,100,496},{1000,5,124,620},{300,5,124,620},{100,5,124,620},{1000,6,124,620},{300,6,124,620},{100,6,124,620},{1000,7,38,186},{300,7,38,186},{100,7,38,186},{1000,8,38,186},{300,8,38,186},{100,8,38,186},{1000,9,38,186},{300,9,38,186},{100,9,38,186},{1000,10,38,186},{300,10,38,186},{100,10,38,186},{1000,11,38,186},{300,11,38,186},{100,11,38,186},{1000,13,62,310},{300,13,62,310},{100,13,62,310},{1000,14,62,310},{300,14,62,310},{100,14,62,310},{1000,15,31,155},{300,15,31,155},{100,15,31,155},{1000,16,62,310},{300,16,62,310},{100,16,62,310},{1000,19,38,186},{300,19,38,186},{100,19,38,186}	0	-1
1130124	3	40级紫色战士衣服	{1,2976,5952},{2,694,1388}	3,9900,4,100	{1000,1,496,2480},{300,1,496,2480},{100,1,496,2480},{1000,2,174,868},{300,2,174,868},{100,2,174,868},{1000,3,100,496},{300,3,100,496},{100,3,100,496},{1000,4,100,496},{300,4,100,496},{100,4,100,496},{1000,5,124,620},{300,5,124,620},{100,5,124,620},{1000,6,124,620},{300,6,124,620},{100,6,124,620},{1000,7,38,186},{300,7,38,186},{100,7,38,186},{1000,8,38,186},{300,8,38,186},{100,8,38,186},{1000,9,38,186},{300,9,38,186},{100,9,38,186},{1000,10,38,186},{300,10,38,186},{100,10,38,186},{1000,11,38,186},{300,11,38,186},{100,11,38,186},{1000,13,62,310},{300,13,62,310},{100,13,62,310},{1000,14,62,310},{300,14,62,310},{100,14,62,310},{1000,15,31,155},{300,15,31,155},{100,15,31,155},{1000,16,62,310},{300,16,62,310},{100,16,62,310},{1000,19,38,186},{300,19,38,186},{100,19,38,186}	0	-1
1140124	4	40级紫色战士项链	{3,198,396},{6,372,744}	3,9900,4,100	{1000,1,496,2480},{300,1,496,2480},{100,1,496,2480},{1000,2,174,868},{300,2,174,868},{100,2,174,868},{1000,3,100,496},{300,3,100,496},{100,3,100,496},{1000,4,100,496},{300,4,100,496},{100,4,100,496},{1000,5,124,620},{300,5,124,620},{100,5,124,620},{1000,6,124,620},{300,6,124,620},{100,6,124,620},{1000,7,38,186},{300,7,38,186},{100,7,38,186},{1000,8,38,186},{300,8,38,186},{100,8,38,186},{1000,9,38,186},{300,9,38,186},{100,9,38,186},{1000,10,38,186},{300,10,38,186},{100,10,38,186},{1000,11,38,186},{300,11,38,186},{100,11,38,186},{1000,13,62,310},{300,13,62,310},{100,13,62,310},{1000,14,62,310},{300,14,62,310},{100,14,62,310},{1000,15,31,155},{300,15,31,155},{100,15,31,155},{1000,16,62,310},{300,16,62,310},{100,16,62,310},{1000,19,38,186},{300,19,38,186},{100,19,38,186}	0	-1
1150124	5	40级紫色战士腰带	{1,992,1984},{5,372,744}	3,9900,4,100	{1000,1,496,2480},{300,1,496,2480},{100,1,496,2480},{1000,2,174,868},{300,2,174,868},{100,2,174,868},{1000,3,100,496},{300,3,100,496},{100,3,100,496},{1000,4,100,496},{300,4,100,496},{100,4,100,496},{1000,5,124,620},{300,5,124,620},{100,5,124,620},{1000,6,124,620},{300,6,124,620},{100,6,124,620},{1000,7,38,186},{300,7,38,186},{100,7,38,186},{1000,8,38,186},{300,8,38,186},{100,8,38,186},{1000,9,38,186},{300,9,38,186},{100,9,38,186},{1000,10,38,186},{300,10,38,186},{100,10,38,186},{1000,11,38,186},{300,11,38,186},{100,11,38,186},{1000,13,62,310},{300,13,62,310},{100,13,62,310},{1000,14,62,310},{300,14,62,310},{100,14,62,310},{1000,15,31,155},{300,15,31,155},{100,15,31,155},{1000,16,62,310},{300,16,62,310},{100,16,62,310},{1000,19,38,186},{300,19,38,186},{100,19,38,186}	0	-1
1160124	6	40级紫色战士手镯	{3,198,396},{5,372,744}	3,9900,4,100	{1000,1,496,2480},{300,1,496,2480},{100,1,496,2480},{1000,2,174,868},{300,2,174,868},{100,2,174,868},{1000,3,100,496},{300,3,100,496},{100,3,100,496},{1000,4,100,496},{300,4,100,496},{100,4,100,496},{1000,5,124,620},{300,5,124,620},{100,5,124,620},{1000,6,124,620},{300,6,124,620},{100,6,124,620},{1000,7,38,186},{300,7,38,186},{100,7,38,186},{1000,8,38,186},{300,8,38,186},{100,8,38,186},{1000,9,38,186},{300,9,38,186},{100,9,38,186},{1000,10,38,186},{300,10,38,186},{100,10,38,186},{1000,11,38,186},{300,11,38,186},{100,11,38,186},{1000,13,62,310},{300,13,62,310},{100,13,62,310},{1000,14,62,310},{300,14,62,310},{100,14,62,310},{1000,15,31,155},{300,15,31,155},{100,15,31,155},{1000,16,62,310},{300,16,62,310},{100,16,62,310},{1000,19,38,186},{300,19,38,186},{100,19,38,186}	0	-1
1170124	7	40级紫色战士鞋子	{1,992,1984},{6,372,744}	3,9900,4,100	{1000,1,496,2480},{300,1,496,2480},{100,1,496,2480},{1000,2,174,868},{300,2,174,868},{100,2,174,868},{1000,3,100,496},{300,3,100,496},{100,3,100,496},{1000,4,100,496},{300,4,100,496},{100,4,100,496},{1000,5,124,620},{300,5,124,620},{100,5,124,620},{1000,6,124,620},{300,6,124,620},{100,6,124,620},{1000,7,38,186},{300,7,38,186},{100,7,38,186},{1000,8,38,186},{300,8,38,186},{100,8,38,186},{1000,9,38,186},{300,9,38,186},{100,9,38,186},{1000,10,38,186},{300,10,38,186},{100,10,38,186},{1000,11,38,186},{300,11,38,186},{100,11,38,186},{1000,13,62,310},{300,13,62,310},{100,13,62,310},{1000,14,62,310},{300,14,62,310},{100,14,62,310},{1000,15,31,155},{300,15,31,155},{100,15,31,155},{1000,16,62,310},{300,16,62,310},{100,16,62,310},{1000,19,38,186},{300,19,38,186},{100,19,38,186}	0	-1
1180124	8	40级紫色战士戒指	{2,1041,2083},{7,148,297}	3,9900,4,100	{1000,1,496,2480},{300,1,496,2480},{100,1,496,2480},{1000,2,174,868},{300,2,174,868},{100,2,174,868},{1000,3,100,496},{300,3,100,496},{100,3,100,496},{1000,4,100,496},{300,4,100,496},{100,4,100,496},{1000,5,124,620},{300,5,124,620},{100,5,124,620},{1000,6,124,620},{300,6,124,620},{100,6,124,620},{1000,7,38,186},{300,7,38,186},{100,7,38,186},{1000,8,38,186},{300,8,38,186},{100,8,38,186},{1000,9,38,186},{300,9,38,186},{100,9,38,186},{1000,10,38,186},{300,10,38,186},{100,10,38,186},{1000,11,38,186},{300,11,38,186},{100,11,38,186},{1000,13,62,310},{300,13,62,310},{100,13,62,310},{1000,14,62,310},{300,14,62,310},{100,14,62,310},{1000,15,31,155},{300,15,31,155},{100,15,31,155},{1000,16,62,310},{300,16,62,310},{100,16,62,310},{1000,19,38,186},{300,19,38,186},{100,19,38,186}	0	-1
1110134	1	40级紫色战士头盔（套装）	{5,496,992},{6,496,992}	3,9900,4,100	{1000,1,496,2480},{300,1,496,2480},{100,1,496,2480},{1000,2,174,868},{300,2,174,868},{100,2,174,868},{1000,3,100,496},{300,3,100,496},{100,3,100,496},{1000,4,100,496},{300,4,100,496},{100,4,100,496},{1000,5,124,620},{300,5,124,620},{100,5,124,620},{1000,6,124,620},{300,6,124,620},{100,6,124,620},{1000,7,38,186},{300,7,38,186},{100,7,38,186},{1000,8,38,186},{300,8,38,186},{100,8,38,186},{1000,9,38,186},{300,9,38,186},{100,9,38,186},{1000,10,38,186},{300,10,38,186},{100,10,38,186},{1000,11,38,186},{300,11,38,186},{100,11,38,186},{1000,13,62,310},{300,13,62,310},{100,13,62,310},{1000,14,62,310},{300,14,62,310},{100,14,62,310},{1000,15,31,155},{300,15,31,155},{100,15,31,155},{1000,16,62,310},{300,16,62,310},{100,16,62,310},{1000,19,38,186},{300,19,38,186},{100,19,38,186}	1	1
1120134	2	40级紫色战士武器（套装）	{3,595,1190},{7,223,446}	3,9900,4,100	{1000,1,496,2480},{300,1,496,2480},{100,1,496,2480},{1000,2,174,868},{300,2,174,868},{100,2,174,868},{1000,3,100,496},{300,3,100,496},{100,3,100,496},{1000,4,100,496},{300,4,100,496},{100,4,100,496},{1000,5,124,620},{300,5,124,620},{100,5,124,620},{1000,6,124,620},{300,6,124,620},{100,6,124,620},{1000,7,38,186},{300,7,38,186},{100,7,38,186},{1000,8,38,186},{300,8,38,186},{100,8,38,186},{1000,9,38,186},{300,9,38,186},{100,9,38,186},{1000,10,38,186},{300,10,38,186},{100,10,38,186},{1000,11,38,186},{300,11,38,186},{100,11,38,186},{1000,13,62,310},{300,13,62,310},{100,13,62,310},{1000,14,62,310},{300,14,62,310},{100,14,62,310},{1000,15,31,155},{300,15,31,155},{100,15,31,155},{1000,16,62,310},{300,16,62,310},{100,16,62,310},{1000,19,38,186},{300,19,38,186},{100,19,38,186}	1	2
1130134	3	40级紫色战士衣服（套装）	{1,2976,5952},{2,694,1388}	3,9900,4,100	{1000,1,496,2480},{300,1,496,2480},{100,1,496,2480},{1000,2,174,868},{300,2,174,868},{100,2,174,868},{1000,3,100,496},{300,3,100,496},{100,3,100,496},{1000,4,100,496},{300,4,100,496},{100,4,100,496},{1000,5,124,620},{300,5,124,620},{100,5,124,620},{1000,6,124,620},{300,6,124,620},{100,6,124,620},{1000,7,38,186},{300,7,38,186},{100,7,38,186},{1000,8,38,186},{300,8,38,186},{100,8,38,186},{1000,9,38,186},{300,9,38,186},{100,9,38,186},{1000,10,38,186},{300,10,38,186},{100,10,38,186},{1000,11,38,186},{300,11,38,186},{100,11,38,186},{1000,13,62,310},{300,13,62,310},{100,13,62,310},{1000,14,62,310},{300,14,62,310},{100,14,62,310},{1000,15,31,155},{300,15,31,155},{100,15,31,155},{1000,16,62,310},{300,16,62,310},{100,16,62,310},{1000,19,38,186},{300,19,38,186},{100,19,38,186}	1	1
1140134	4	40级紫色战士项链（套装）	{3,198,396},{6,372,744}	3,9900,4,100	{1000,1,496,2480},{300,1,496,2480},{100,1,496,2480},{1000,2,174,868},{300,2,174,868},{100,2,174,868},{1000,3,100,496},{300,3,100,496},{100,3,100,496},{1000,4,100,496},{300,4,100,496},{100,4,100,496},{1000,5,124,620},{300,5,124,620},{100,5,124,620},{1000,6,124,620},{300,6,124,620},{100,6,124,620},{1000,7,38,186},{300,7,38,186},{100,7,38,186},{1000,8,38,186},{300,8,38,186},{100,8,38,186},{1000,9,38,186},{300,9,38,186},{100,9,38,186},{1000,10,38,186},{300,10,38,186},{100,10,38,186},{1000,11,38,186},{300,11,38,186},{100,11,38,186},{1000,13,62,310},{300,13,62,310},{100,13,62,310},{1000,14,62,310},{300,14,62,310},{100,14,62,310},{1000,15,31,155},{300,15,31,155},{100,15,31,155},{1000,16,62,310},{300,16,62,310},{100,16,62,310},{1000,19,38,186},{300,19,38,186},{100,19,38,186}	1	2
1150134	5	40级紫色战士腰带（套装）	{1,992,1984},{5,372,744}	3,9900,4,100	{1000,1,496,2480},{300,1,496,2480},{100,1,496,2480},{1000,2,174,868},{300,2,174,868},{100,2,174,868},{1000,3,100,496},{300,3,100,496},{100,3,100,496},{1000,4,100,496},{300,4,100,496},{100,4,100,496},{1000,5,124,620},{300,5,124,620},{100,5,124,620},{1000,6,124,620},{300,6,124,620},{100,6,124,620},{1000,7,38,186},{300,7,38,186},{100,7,38,186},{1000,8,38,186},{300,8,38,186},{100,8,38,186},{1000,9,38,186},{300,9,38,186},{100,9,38,186},{1000,10,38,186},{300,10,38,186},{100,10,38,186},{1000,11,38,186},{300,11,38,186},{100,11,38,186},{1000,13,62,310},{300,13,62,310},{100,13,62,310},{1000,14,62,310},{300,14,62,310},{100,14,62,310},{1000,15,31,155},{300,15,31,155},{100,15,31,155},{1000,16,62,310},{300,16,62,310},{100,16,62,310},{1000,19,38,186},{300,19,38,186},{100,19,38,186}	1	1
