ID	Name	ItemTypeText	ItemText	ResId	ItemLevel	Occupation	ItemQuality	ItemType	ItemClassify	Sort	CostTime	UseEffect	Batch	UseCount	Remind	Stackable	Discard	OtherEffect	Sound	Model	QualityEffect	Announcement	Warehouse	bind	NoBindId	Intensify
40134	70级武器打造符	材料	装备打造符	item_02_yj002	1	0	4	1	2	51	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40135	70级衣服打造符	材料	装备打造符	item_02_yj002	1	0	4	1	2	52	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40136	70级项链打造符	材料	装备打造符	item_02_yj002	1	0	4	1	2	53	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40137	70级腰带打造符	材料	装备打造符	item_02_yj002	1	0	4	1	2	54	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40138	70级手镯打造符	材料	装备打造符	item_02_yj002	1	0	4	1	2	55	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40139	70级鞋子打造符	材料	装备打造符	item_02_yj002	1	0	4	1	2	56	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40140	70级戒指打造符	材料	装备打造符	item_02_yj002	1	0	4	1	2	57	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40141	80级头盔打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	58	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40142	80级武器打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	59	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40143	80级衣服打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	60	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40144	80级项链打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	61	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40145	80级腰带打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	62	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40146	80级手镯打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	63	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40147	80级鞋子打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	64	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40148	80级戒指打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	65	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40149	90级头盔打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	66	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40150	90级武器打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	67	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40151	90级衣服打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	68	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40152	90级项链打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	69	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40153	90级腰带打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	70	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40154	90级手镯打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	71	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40155	90级鞋子打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	72	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40156	90级戒指打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	73	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40157	100级头盔打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	74	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40158	100级武器打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	75	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40159	100级衣服打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	76	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40160	100级项链打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	77	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40161	100级腰带打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	78	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40162	100级手镯打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	79	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40163	100级鞋子打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	80	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40164	100级戒指打造符	材料	装备打造符	item_02_yj002	1	0	5	1	2	81	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40201	30级头盔打造图纸	材料	装备打造图纸	item_02_yj002	1	0	3	1	2	82	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40202	30级武器打造图纸	材料	装备打造图纸	item_02_yj002	1	0	3	1	2	83	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40203	30级衣服打造图纸	材料	装备打造图纸	item_02_yj002	1	0	3	1	2	84	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40204	30级项链打造图纸	材料	装备打造图纸	item_02_yj002	1	0	3	1	2	85	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40205	30级腰带打造图纸	材料	装备打造图纸	item_02_yj002	1	0	3	1	2	86	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40206	30级手镯打造图纸	材料	装备打造图纸	item_02_yj002	1	0	3	1	2	87	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40207	30级鞋子打造图纸	材料	装备打造图纸	item_02_yj002	1	0	3	1	2	88	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40208	30级戒指打造图纸	材料	装备打造图纸	item_02_yj002	1	0	3	1	2	89	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40209	40级头盔打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	90	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40210	40级武器打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	91	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40211	40级衣服打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	92	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40212	40级项链打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	93	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40213	40级腰带打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	94	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40214	40级手镯打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	95	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40215	40级鞋子打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	96	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40216	40级戒指打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	97	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40217	50级头盔打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	98	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40218	50级武器打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	99	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40219	50级衣服打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	100	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40220	50级项链打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	101	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40221	50级腰带打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	102	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40222	50级手镯打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	103	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40223	50级鞋子打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	104	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40224	50级戒指打造图纸	材料	装备打造图纸	item_02_yj002	1	0	4	1	2	105	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40225	60级头盔打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	106	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40226	60级武器打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	107	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40227	60级衣服打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	108	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40228	60级项链打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	109	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40229	60级腰带打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	110	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40230	60级手镯打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	111	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40231	60级鞋子打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	112	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40232	60级戒指打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	113	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40233	70级头盔打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	114	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40234	70级武器打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	115	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40235	70级衣服打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	116	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40236	70级项链打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	117	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40237	70级腰带打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	118	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40238	70级手镯打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	119	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40239	70级鞋子打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	120	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40240	70级戒指打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	121	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40241	80级头盔打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	122	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40242	80级武器打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	123	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40243	80级衣服打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	124	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40244	80级项链打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	125	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40245	80级腰带打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	126	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40246	80级手镯打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	127	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40247	80级鞋子打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	128	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40248	80级戒指打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	129	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40249	90级头盔打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	130	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40250	90级武器打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	131	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40251	90级衣服打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	132	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40252	90级项链打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	133	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40253	90级腰带打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	134	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40254	90级手镯打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	135	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40255	90级鞋子打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	136	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
40256	90级戒指打造图纸	材料	装备打造图纸	item_02_yj002	1	0	5	1	2	137	0	1	1	0	0	99	1	0	-1	itemmodel/1000	EffectPrefab\common\baodian\ef_common_baodian_01,EffectPrefab\common\wupindiaoluo\ef_common_wupin_trail_01	1000008	1	1	-1	0
